Precision,Recall,F1,Weighted Pecision,Weighted Recall,Weighted F1,Accuracy
[0.73474598 0.         0.56510746],[0.93776474 0.         0.38336192],[0.82393358 0.         0.45682167],0.6189147635608857,0.7062446898895497,0.6502349668237267,0.7062446898895497
