Precision,Recall,F1,Weighted Precision,Weighted Recall,Weighted F1
[0.8869969  0.54761905 0.81496063],[0.93352884 0.53488372 0.71012007],[0.9096682  0.54117647 0.75893676],0.8350597711265955,0.8381478334749363,0.8353161506008326
