Precision,Recall,F1,Weighted Pecision,Weighted Recall,Weighted F1,Accuracy
[0.77699211 0.09311348 0.        ],[0.93092212 0.20295983 0.        ],[0.84702046 0.12765957 0.        ],0.5158520544235553,0.627230246389125,0.5649721240286917,0.627230246389125
