,network,precision,recall,f1_score,weighted_precision,weighted_recall,weighted_f1_score,accuracy
0,network0,0.8673347271011722,0.8045688929610177,0.8291080622524056,0.8800968996277959,0.882965165675446,0.877524436725786,0.882965165675446
